persona_id,raw_persona_file,scenario,block_index_within_scenario,pref_type,who,old_preference,new_preference,pair_in_preference_updates_map,n_messages,split
953,data/raw_data/raw_data_250826_131038_persona953.json,knowledge_query,0,stereotypical_pref,self,Enjoys listening to contemporary Portuguese pop music,Enjoys listening to traditional Portuguese folk music,True,2,train
953,data/raw_data/raw_data_250826_131038_persona953.json,knowledge_query,1,stereotypical_pref,self,Keeps a close connection to family gatherings on weekends,Rarely attends family gatherings on weekends.,True,2,train
953,data/raw_data/raw_data_250826_131038_persona953.json,knowledge_query,2,stereotypical_pref,self,Uses Strava to track cycling performance,Does not use Strava to track cycling performance,True,2,train
953,data/raw_data/raw_data_250826_131038_persona953.json,knowledge_query,5,anti_stereotypical_pref,self,Prefers Nordic and Baltic cuisines like pickled herring,Prefers Mediterranean and Southern European cuisines like grilled seafood.,True,2,train
953,data/raw_data/raw_data_250826_131038_persona953.json,knowledge_query,7,anti_stereotypical_pref,self,Drinks herbal teas instead of coffee,Drinks coffee instead of herbal teas,True,2,train
953,data/raw_data/raw_data_250826_131038_persona953.json,knowledge_query,9,anti_stereotypical_pref,self,Admires winter sports athletes like ski jumpers,Admires summer sports athletes like sprinters,True,4,train
953,data/raw_data/raw_data_250826_131038_persona953.json,knowledge_query,10,anti_stereotypical_pref,self,Wants to travel extensively in Central Asia rather than Southern Europe,Wants to travel extensively in Southern Europe rather than Central Asia.,True,4,train
953,data/raw_data/raw_data_250826_131038_persona953.json,knowledge_query,11,anti_stereotypical_pref,self,Uses Telegram more often than WhatsApp,Uses WhatsApp more often than Telegram,True,4,train
953,data/raw_data/raw_data_250826_131038_persona953.json,knowledge_query,12,anti_stereotypical_pref,self,Likes ambient electronic music over party anthems,Likes party anthems over ambient electronic music,True,2,train
953,data/raw_data/raw_data_250826_131038_persona953.json,knowledge_query,13,neutral_preferences,self,Collects interesting stones and shells,Does not collect stones or shells,True,4,train
953,data/raw_data/raw_data_250826_131038_persona953.json,knowledge_query,14,neutral_preferences,self,Loves exploring local markets,Dislikes exploring local markets,True,4,train
953,data/raw_data/raw_data_250826_131038_persona953.json,knowledge_query,16,neutral_preferences,self,Likes watching animated films from different countries,Dislikes watching animated films from different countries,True,4,train
953,data/raw_data/raw_data_250826_131038_persona953.json,knowledge_query,19,neutral_preferences,self,Likes visiting science museums,Dislikes visiting science museums,True,2,train
953,data/raw_data/raw_data_250826_131038_persona953.json,knowledge_query,20,health_and_medical_conditions,self,Mild seasonal pollen allergy causing occasional hay fever,No pollen allergies or hay fever.,True,4,train
953,data/raw_data/raw_data_250826_131038_persona953.json,knowledge_query,21,health_and_medical_conditions,self,History of adolescent knee ligament strain from cycling,History of adolescent knee ligament strain not from cycling,True,4,train
953,data/raw_data/raw_data_250826_131038_persona953.json,knowledge_query,22,health_and_medical_conditions,self,Diagnosed with mild lactose intolerance,Not diagnosed with lactose intolerance,True,2,train
953,data/raw_data/raw_data_250826_131038_persona953.json,knowledge_query,23,health_and_medical_conditions,self,Past concussion from a cycling crash at age 15,No history of concussion from a cycling crash at age 15,True,2,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,0,stereotypical_pref,self,Values close-knit family gatherings,Values independence over family gatherings,True,4,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,1,stereotypical_pref,self,Enjoys tropical fruits such as mango and rambutan,Dislikes tropical fruits such as mango and rambutan.,True,2,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,2,stereotypical_pref,self,Participates in cultural festivals regularly,Does not participate in cultural festivals regularly,True,2,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,3,stereotypical_pref,self,Enjoys shopping at local markets,Prefers shopping at large chain stores,True,4,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,4,anti_stereotypical_pref,self,Likes strong espresso over tea for daily caffeine,Likes tea over strong espresso for daily caffeine.,True,4,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,5,anti_stereotypical_pref,self,Wears contemporary Western fashion most days,Wears traditional or cultural clothing most days,True,2,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,6,anti_stereotypical_pref,self,Speaks confidently and assertively in large groups,Speaks timidly and hesitantly in large groups.,True,4,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,7,anti_stereotypical_pref,self,Enjoys rock and indie music over traditional performances,Enjoys traditional performances over rock and indie music,True,4,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,8,anti_stereotypical_pref,self,Loves mountain hiking in rugged terrains,"Prefers relaxing on flat, easy trails.",True,4,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,9,anti_stereotypical_pref,self,Uses bold perfume scents rather than floral,Uses floral perfume scents rather than bold.,True,4,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,10,anti_stereotypical_pref,self,Engages in political debates openly,Avoids political debates openly,True,2,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,11,anti_stereotypical_pref,self,Prefers minimal gift-exchange traditions,Prefers elaborate gift-exchange traditions,True,4,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,12,anti_stereotypical_pref,self,Enjoys sci-fi literature,Does not enjoy sci-fi literature,True,4,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,15,anti_stereotypical_pref,self,Enjoys contemporary dance rather than folk styles,Enjoys folk styles rather than contemporary dance,True,4,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,16,neutral_preferences,self,Enjoys watching nature documentaries,Does not enjoy watching nature documentaries,True,4,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,17,neutral_preferences,self,Likes going for evening walks,Dislikes going for evening walks,True,2,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,19,neutral_preferences,self,Enjoys swimming as a leisure activity,Does not enjoy swimming as a leisure activity.,True,4,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,20,neutral_preferences,self,Regularly listens to podcasts,Does not regularly listen to podcasts,True,2,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,22,neutral_preferences,self,Enjoys learning new cooking techniques,Dislikes learning new cooking techniques,True,2,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,23,neutral_preferences,self,Regularly recycles household waste,Does not regularly recycle household waste,True,2,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,24,neutral_preferences,self,Loves attending outdoor food festivals,Does not enjoy attending outdoor food festivals,True,2,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,25,health_and_medical_conditions,self,Mild lactose intolerance causing digestive discomfort,"No lactose intolerance, can consume dairy without issues.",True,2,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,26,health_and_medical_conditions,self,Contact allergy to certain fabric detergents,No contact allergy to fabric detergents,True,4,train
478,data/raw_data/raw_data_250819_225921_persona478.json,knowledge_query,27,health_and_medical_conditions,self,Once underwent minor surgery to remove a benign skin cyst,Never underwent any surgery to remove a benign skin cyst.,True,2,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,0,stereotypical_pref,self,Keeps in touch with extended family overseas regularly via calls,Rarely contacts extended family overseas.,True,4,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,1,stereotypical_pref,self,Reads diaspora-focused news portals,Reads local-focused news portals,True,2,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,2,stereotypical_pref,self,Listens to devotional bhajans during certain holidays,Does not listen to devotional bhajans during certain holidays.,True,2,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,3,stereotypical_pref,self,Enjoys Indian buffet restaurants with family,Dislikes Indian buffet restaurants with family,True,4,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,8,anti_stereotypical_pref,self,Cuts down on sugar and avoids traditional sweets most of the time,Enjoys sugary foods and traditional sweets regularly.,True,4,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,9,anti_stereotypical_pref,self,Frequently experiments with fusion cuisine,Rarely experiments with fusion cuisine,True,4,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,10,anti_stereotypical_pref,self,Often chooses podcasts over music playlists,Often chooses music playlists over podcasts,True,2,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,13,anti_stereotypical_pref,self,Does not follow religious festivals strictly,Follows religious festivals strictly,True,2,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,14,anti_stereotypical_pref,self,Cooks Italian pasta dishes from scratch,Orders Italian pasta dishes from restaurants,True,2,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,15,anti_stereotypical_pref,self,Enjoys stand-up comedy over dance performances,Enjoys dance performances over stand-up comedy,True,4,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,18,anti_stereotypical_pref,self,Enjoys wine tasting experiences,Does not enjoy wine tasting experiences,True,2,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,19,neutral_preferences,self,Enjoys photography of urban scenes,Enjoys photography of natural landscapes.,True,4,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,20,neutral_preferences,self,Likes journaling for personal reflection,Dislikes journaling for personal reflection,True,4,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,21,neutral_preferences,self,Prefers reusable water bottles over disposable ones,Prefers disposable water bottles over reusable ones,True,2,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,24,neutral_preferences,self,Enjoys podcasts about storytelling,Does not enjoy podcasts about storytelling,True,2,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,25,neutral_preferences,self,Likes planning short weekend getaways,Dislikes planning short weekend getaways,True,4,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,26,neutral_preferences,self,Enjoys browsing used bookstores,Prefers buying new books from bookstores,True,4,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,27,neutral_preferences,self,Likes keeping an organized workspace,Likes a cluttered workspace,True,2,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,28,neutral_preferences,self,Feels comfortable working remotely,Feels comfortable working on-site,True,4,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,29,neutral_preferences,self,"Enjoys cooking simple, healthy meals","Enjoys cooking elaborate, indulgent meals",True,4,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,30,neutral_preferences,self,Appreciates handmade gifts,Prefers store-bought gifts,True,2,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,31,health_and_medical_conditions,self,Mild seasonal allergic rhinitis triggered by pollen,No seasonal allergic rhinitis triggered by pollen,True,4,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,34,health_and_medical_conditions,self,Mild myopia requiring prescription glasses,No vision correction needed,True,4,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,35,health_and_medical_conditions,self,Previous ankle sprain from cycling accident,No previous ankle sprain from cycling accident,True,2,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,36,health_and_medical_conditions,self,Vitamin D deficiency managed through supplements,Vitamin D deficiency managed through diet,True,4,train
906,data/raw_data/raw_data_250825_220103_persona906.json,knowledge_query,38,health_and_medical_conditions,self,Mild eczema flare-ups during dry winter months,No eczema flare-ups during humid summer months,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,0,stereotypical_pref,self,Regularly listens to mainstream pop hits during workouts,Rarely listens to mainstream pop hits during workouts.,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,1,stereotypical_pref,self,Frequently uses wellness mobile apps,Rarely uses wellness mobile apps,True,4,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,2,stereotypical_pref,self,"Drives a compact, eco-friendly car","Drives a large, gas-guzzling vehicle",True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,9,stereotypical_pref,self,Reads lifestyle and fitness blogs,Does not read lifestyle and fitness blogs,True,4,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,10,stereotypical_pref,self,Appreciates well-presented food in restaurants,Does not care about food presentation in restaurants,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,11,stereotypical_pref,self,Enjoys organizing weekend getaways with friends,Prefers relaxing at home alone on weekends.,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,12,stereotypical_pref,self,Likes boutique fitness studio experiences,Prefers large commercial gym experiences,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,13,stereotypical_pref,self,Keeps a vision board for life goals,Does not keep a vision board for life goals,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,14,anti_stereotypical_pref,self,Regularly watches historical documentaries,Rarely watches historical documentaries,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,15,anti_stereotypical_pref,self,Prefers practical sports watches over fashionable ones,Prefers fashionable sports watches over practical ones,True,4,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,17,anti_stereotypical_pref,self,"Loves visiting small, off-the-map rural towns","Loves exploring major, well-known cities",True,4,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,18,anti_stereotypical_pref,self,Enjoys fishing trips with her uncle,Does not enjoy fishing trips with her uncle,True,4,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,19,anti_stereotypical_pref,self,Prefers camping in rugged terrains over beach resorts,Prefers beach resorts over camping in rugged terrains.,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,21,anti_stereotypical_pref,self,Favours thrift shopping rather than boutique stores,Prefers boutique stores rather than thrift shopping,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,22,anti_stereotypical_pref,self,Enjoys fixing small home appliances herself,Prefers hiring professionals to fix small home appliances,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,23,anti_stereotypical_pref,self,Prefers strong black coffee to flavored lattes,Prefers flavored lattes to strong black coffee.,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,24,anti_stereotypical_pref,self,Enjoys winter hikes in snowy conditions,Enjoys summer hikes in warm conditions,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,25,anti_stereotypical_pref,self,Likes playing strategy board games,Dislikes playing strategy board games,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,28,anti_stereotypical_pref,self,Enjoys attending live theatre over music festivals,Enjoys attending music festivals over live theatre,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,29,anti_stereotypical_pref,self,Prefers practical gifts over decorative items,Prefers decorative items over practical gifts,True,4,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,30,anti_stereotypical_pref,self,Prefers old-fashioned pen-and-paper journaling,Prefers digital journaling,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,31,anti_stereotypical_pref,self,Prefers hearty traditional breakfasts to brunch cafes,Prefers brunch cafes to hearty traditional breakfasts,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,32,neutral_preferences,self,Likes listening to audiobooks on long drives,Dislikes listening to audiobooks on long drives,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,33,neutral_preferences,self,Likes strolling through art museums,Dislikes strolling through art museums,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,37,neutral_preferences,self,Likes watching sunrise from a hilltop,Likes watching sunset from a hilltop,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,38,neutral_preferences,self,Enjoys baking fresh bread on weekends,Prefers not to bake bread on weekends,True,4,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,40,neutral_preferences,self,Enjoys learning basic phrases in different languages,Does not enjoy learning basic phrases in different languages,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,43,health_and_medical_conditions,self,History of mild sports-induced asthma managed with inhalers,No history of asthma or need for inhalers.,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,44,health_and_medical_conditions,self,Recurring shin splints from overtraining in sprint sessions,No shin splints and well-balanced sprint training without overtraining.,True,2,train
673,data/raw_data/raw_data_250820_224501_persona673.json,knowledge_query,45,health_and_medical_conditions,self,Mild iron deficiency anemia during heavy competition seasons,Optimal iron levels during off-season training,True,4,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,0,stereotypical_pref,self,Frequently listens to slack-key guitar music,Rarely listens to slack-key guitar music,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,3,stereotypical_pref,self,Highly values extended family gatherings,Prefers minimal extended family gatherings,True,4,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,4,stereotypical_pref,self,Enjoys surfing in her free time,Does not enjoy surfing in her free time.,True,4,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,7,stereotypical_pref,self,Keeps fresh leis in the house for special occasions,Does not keep fresh leis in the house for special occasions.,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,8,stereotypical_pref,self,Uses natural plumeria-scented products,Uses unscented products,True,4,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,9,stereotypical_pref,self,Believes strongly in oral storytelling tradition,Prefers written records over oral storytelling.,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,11,stereotypical_pref,self,Enjoys island reggae and Jawaiian music,Dislikes island reggae and Jawaiian music,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,12,stereotypical_pref,self,Wears flower hair accessories on festive days,Does not wear flower hair accessories on festive days,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,13,stereotypical_pref,self,Enjoys canoe paddling events,Dislikes canoe paddling events,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,14,anti_stereotypical_pref,self,Enjoys attending opera performances,Does not enjoy attending opera performances,True,4,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,15,anti_stereotypical_pref,self,Prefers snowy mountain destinations for getaways,Prefers sunny beach destinations for getaways,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,16,anti_stereotypical_pref,self,Loves wearing sharp tailored suits for events,"Loves wearing casual, relaxed outfits for events.",True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,17,anti_stereotypical_pref,self,Drinks espresso instead of tropical coffee blends,Drinks tropical coffee blends instead of espresso,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,18,anti_stereotypical_pref,self,Enjoys Scottish folk music,Does not enjoy Scottish folk music,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,19,anti_stereotypical_pref,self,Keeps a fondness for Scandinavian interior design styles,Keeps a fondness for Mediterranean interior design styles,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,22,anti_stereotypical_pref,self,Studies medieval European history,Studies modern non-European history,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,25,neutral_preferences,self,Prefers walking over driving for short distances,Prefers driving over walking for short distances,True,4,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,27,neutral_preferences,self,Enjoys cooking comfort food recipes,Enjoys cooking healthy gourmet recipes,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,28,neutral_preferences,self,Enjoys volunteering at community events,Avoids volunteering at community events,True,4,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,29,neutral_preferences,self,Enjoys puzzle-solving activities like crosswords,Does not enjoy puzzle-solving activities like crosswords.,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,30,neutral_preferences,self,Listens to podcasts about history,Does not listen to podcasts about history,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,31,neutral_preferences,self,Prefers soft instrumental music while working,Prefers upbeat vocal music while working,True,4,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,32,neutral_preferences,self,Enjoys visiting local farmers markets,Avoids visiting local farmers markets,True,4,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,33,neutral_preferences,self,Keeps fresh flowers in the living room,Does not keep fresh flowers in the living room,True,2,train
